# Probability of Window [ -0.00, 0.01 ]
# Value       Probability
0.7389        0.0001  
#----------------------------------------
# Probability of Window [ 0.70, 0.71 ]
# Value       Probability
-1.0676       0.0000  
-1.0314       0.0000  
-0.9952       0.0000  
-0.9590       0.0000  
-0.9228       0.0000  
-0.8866       0.0000  
-0.8504       0.0000  
-0.8142       0.0000  
-0.7780       0.0001  
-0.7418       0.0002  
-0.7056       0.0002  
-0.6694       0.0002  
-0.6332       0.0004  
-0.5970       0.0004  
-0.5608       0.0005  
-0.5246       0.0007  
-0.4884       0.0010  
-0.4522       0.0018  
-0.4160       0.0022  
-0.3798       0.0031  
-0.3436       0.0040  
-0.3074       0.0055  
-0.2712       0.0077  
-0.2350       0.0098  
-0.1988       0.0128  
-0.1627       0.0148  
-0.1265       0.0183  
-0.0903       0.0235  
-0.0541       0.0300  
-0.0179       0.0352  
0.0183        0.0418  
0.0545        0.0495  
0.0907        0.0550  
0.1269        0.0607  
0.1631        0.0659  
0.1993        0.0719  
0.2355        0.0755  
0.2717        0.0747  
0.3079        0.0704  
0.3441        0.0636  
0.3803        0.0572  
0.4165        0.0467  
0.4527        0.0357  
0.4889        0.0241  
0.5251        0.0160  
0.5613        0.0099  
0.5975        0.0052  
0.6337        0.0025  
0.6699        0.0008  
0.7061        0.0001  
#----------------------------------------
# Probability of Window [ 0.71, 0.72 ]
# Value       Probability
-1.0506       0.0001  
-1.0145       0.0000  
-0.9784       0.0000  
-0.9422       0.0001  
-0.9061       0.0000  
-0.8699       0.0001  
-0.8338       0.0001  
-0.7977       0.0001  
-0.7615       0.0001  
-0.7254       0.0002  
-0.6893       0.0003  
-0.6531       0.0003  
-0.6170       0.0007  
-0.5808       0.0008  
-0.5447       0.0012  
-0.5086       0.0018  
-0.4724       0.0022  
-0.4363       0.0025  
-0.4001       0.0033  
-0.3640       0.0047  
-0.3279       0.0057  
-0.2917       0.0078  
-0.2556       0.0092  
-0.2195       0.0131  
-0.1833       0.0160  
-0.1472       0.0195  
-0.1110       0.0250  
-0.0749       0.0290  
-0.0388       0.0358  
-0.0026       0.0400  
0.0335        0.0464  
0.0696        0.0521  
0.1058        0.0562  
0.1419        0.0625  
0.1781        0.0671  
0.2142        0.0723  
0.2503        0.0714  
0.2865        0.0687  
0.3226        0.0657  
0.3588        0.0578  
0.3949        0.0478  
0.4310        0.0381  
0.4672        0.0273  
0.5033        0.0207  
0.5394        0.0126  
0.5756        0.0074  
0.6117        0.0039  
0.6479        0.0016  
0.6840        0.0006  
0.7201        0.0001  
#----------------------------------------
# Probability of Window [ 0.72, 0.73 ]
# Value       Probability
-1.1423       0.0000  
-1.1046       0.0000  
-1.0669       0.0000  
-1.0292       0.0000  
-0.9914       0.0000  
-0.9537       0.0000  
-0.9160       0.0000  
-0.8783       0.0001  
-0.8405       0.0001  
-0.8028       0.0002  
-0.7651       0.0003  
-0.7274       0.0005  
-0.6896       0.0006  
-0.6519       0.0008  
-0.6142       0.0009  
-0.5765       0.0012  
-0.5388       0.0018  
-0.5010       0.0024  
-0.4633       0.0029  
-0.4256       0.0042  
-0.3879       0.0054  
-0.3501       0.0071  
-0.3124       0.0085  
-0.2747       0.0110  
-0.2370       0.0147  
-0.1992       0.0179  
-0.1615       0.0208  
-0.1238       0.0261  
-0.0861       0.0301  
-0.0483       0.0391  
-0.0106       0.0446  
0.0271        0.0475  
0.0648        0.0569  
0.1026        0.0599  
0.1403        0.0673  
0.1780        0.0711  
0.2157        0.0714  
0.2534        0.0710  
0.2912        0.0667  
0.3289        0.0576  
0.3666        0.0531  
0.4043        0.0431  
0.4421        0.0333  
0.4798        0.0241  
0.5175        0.0160  
0.5552        0.0099  
0.5930        0.0053  
0.6307        0.0031  
0.6684        0.0011  
0.7061        0.0003  
#----------------------------------------
# Probability of Window [ 0.73, 0.74 ]
# Value       Probability
-1.2439       0.0000  
-1.2042       0.0000  
-1.1645       0.0000  
-1.1248       0.0000  
-1.0851       0.0000  
-1.0454       0.0000  
-1.0058       0.0000  
-0.9661       0.0001  
-0.9264       0.0001  
-0.8867       0.0001  
-0.8470       0.0003  
-0.8073       0.0004  
-0.7677       0.0006  
-0.7280       0.0007  
-0.6883       0.0010  
-0.6486       0.0012  
-0.6089       0.0017  
-0.5692       0.0021  
-0.5295       0.0025  
-0.4899       0.0037  
-0.4502       0.0041  
-0.4105       0.0067  
-0.3708       0.0081  
-0.3311       0.0101  
-0.2914       0.0122  
-0.2518       0.0165  
-0.2121       0.0205  
-0.1724       0.0250  
-0.1327       0.0302  
-0.0930       0.0388  
-0.0533       0.0431  
-0.0137       0.0501  
0.0260        0.0567  
0.0657        0.0615  
0.1054        0.0660  
0.1451        0.0702  
0.1848        0.0729  
0.2244        0.0705  
0.2641        0.0684  
0.3038        0.0619  
0.3435        0.0536  
0.3832        0.0448  
0.4229        0.0336  
0.4626        0.0252  
0.5022        0.0162  
0.5419        0.0102  
0.5816        0.0050  
0.6213        0.0024  
0.6610        0.0007  
0.7007        0.0001  
#----------------------------------------
# Probability of Window [ 0.74, 0.75 ]
# Value       Probability
-1.1895       0.0000  
-1.1498       0.0000  
-1.1101       0.0000  
-1.0704       0.0000  
-1.0307       0.0001  
-0.9910       0.0002  
-0.9513       0.0001  
-0.9116       0.0002  
-0.8719       0.0002  
-0.8322       0.0003  
-0.7924       0.0004  
-0.7527       0.0005  
-0.7130       0.0008  
-0.6733       0.0013  
-0.6336       0.0013  
-0.5939       0.0023  
-0.5542       0.0027  
-0.5145       0.0038  
-0.4748       0.0048  
-0.4351       0.0056  
-0.3953       0.0092  
-0.3556       0.0109  
-0.3159       0.0136  
-0.2762       0.0178  
-0.2365       0.0204  
-0.1968       0.0246  
-0.1571       0.0306  
-0.1174       0.0376  
-0.0777       0.0437  
-0.0380       0.0491  
0.0018        0.0572  
0.0415        0.0634  
0.0812        0.0685  
0.1209        0.0704  
0.1606        0.0691  
0.2003        0.0669  
0.2400        0.0660  
0.2797        0.0591  
0.3194        0.0535  
0.3591        0.0424  
0.3989        0.0357  
0.4386        0.0264  
0.4783        0.0177  
0.5180        0.0106  
0.5577        0.0059  
0.5974        0.0031  
0.6371        0.0011  
0.6768        0.0005  
0.7165        0.0002  
0.7562        0.0001  
#----------------------------------------
# Probability of Window [ 0.75, 0.76 ]
# Value       Probability
-1.3373       0.0000  
-1.2962       0.0000  
-1.2551       0.0000  
-1.2140       0.0000  
-1.1729       0.0000  
-1.1318       0.0000  
-1.0907       0.0000  
-1.0495       0.0000  
-1.0084       0.0001  
-0.9673       0.0001  
-0.9262       0.0001  
-0.8851       0.0002  
-0.8440       0.0002  
-0.8029       0.0004  
-0.7617       0.0006  
-0.7206       0.0009  
-0.6795       0.0016  
-0.6384       0.0017  
-0.5973       0.0028  
-0.5562       0.0031  
-0.5151       0.0046  
-0.4739       0.0065  
-0.4328       0.0071  
-0.3917       0.0098  
-0.3506       0.0144  
-0.3095       0.0147  
-0.2684       0.0197  
-0.2273       0.0245  
-0.1862       0.0289  
-0.1450       0.0348  
-0.1039       0.0409  
-0.0628       0.0479  
-0.0217       0.0532  
0.0194        0.0609  
0.0605        0.0667  
0.1016        0.0694  
0.1428        0.0717  
0.1839        0.0714  
0.2250        0.0693  
0.2661        0.0660  
0.3072        0.0572  
0.3483        0.0470  
0.3894        0.0362  
0.4306        0.0258  
0.4717        0.0182  
0.5128        0.0110  
0.5539        0.0060  
0.5950        0.0026  
0.6361        0.0011  
0.6772        0.0003  
#----------------------------------------
# Probability of Window [ 0.76, 0.77 ]
# Value       Probability
-1.2089       0.0000  
-1.1692       0.0001  
-1.1295       0.0000  
-1.0898       0.0001  
-1.0501       0.0001  
-1.0104       0.0002  
-0.9707       0.0002  
-0.9309       0.0002  
-0.8912       0.0006  
-0.8515       0.0004  
-0.8118       0.0007  
-0.7721       0.0010  
-0.7324       0.0011  
-0.6927       0.0020  
-0.6529       0.0023  
-0.6132       0.0031  
-0.5735       0.0044  
-0.5338       0.0065  
-0.4941       0.0071  
-0.4544       0.0093  
-0.4147       0.0126  
-0.3749       0.0173  
-0.3352       0.0170  
-0.2955       0.0210  
-0.2558       0.0283  
-0.2161       0.0323  
-0.1764       0.0349  
-0.1367       0.0419  
-0.0970       0.0450  
-0.0572       0.0519  
-0.0175       0.0559  
0.0222        0.0615  
0.0619        0.0649  
0.1016        0.0640  
0.1413        0.0652  
0.1810        0.0618  
0.2208        0.0579  
0.2605        0.0543  
0.3002        0.0459  
0.3399        0.0370  
0.3796        0.0292  
0.4193        0.0218  
0.4590        0.0160  
0.4988        0.0099  
0.5385        0.0070  
0.5782        0.0037  
0.6179        0.0016  
0.6576        0.0005  
0.6973        0.0001  
0.7370        0.0001  
#----------------------------------------
# Probability of Window [ 0.77, 0.78 ]
# Value       Probability
-1.3063       0.0001  
-1.2657       0.0000  
-1.2252       0.0001  
-1.1846       0.0001  
-1.1440       0.0001  
-1.1034       0.0002  
-1.0628       0.0004  
-1.0223       0.0003  
-0.9817       0.0005  
-0.9411       0.0008  
-0.9005       0.0010  
-0.8600       0.0014  
-0.8194       0.0015  
-0.7788       0.0024  
-0.7382       0.0028  
-0.6976       0.0042  
-0.6571       0.0051  
-0.6165       0.0067  
-0.5759       0.0073  
-0.5353       0.0086  
-0.4948       0.0103  
-0.4542       0.0144  
-0.4136       0.0165  
-0.3730       0.0218  
-0.3324       0.0234  
-0.2919       0.0278  
-0.2513       0.0343  
-0.2107       0.0393  
-0.1701       0.0442  
-0.1295       0.0472  
-0.0890       0.0527  
-0.0484       0.0561  
-0.0078       0.0583  
0.0328        0.0599  
0.0733        0.0606  
0.1139        0.0600  
0.1545        0.0593  
0.1951        0.0548  
0.2357        0.0487  
0.2762        0.0453  
0.3168        0.0366  
0.3574        0.0284  
0.3980        0.0219  
0.4385        0.0151  
0.4791        0.0086  
0.5197        0.0063  
0.5603        0.0026  
0.6009        0.0013  
0.6414        0.0005  
0.6820        0.0001  
#----------------------------------------
# Probability of Window [ 0.78, 0.79 ]
# Value       Probability
-1.3878       0.0000  
-1.3455       0.0000  
-1.3031       0.0000  
-1.2607       0.0000  
-1.2184       0.0001  
-1.1760       0.0002  
-1.1336       0.0002  
-1.0913       0.0002  
-1.0489       0.0001  
-1.0065       0.0005  
-0.9642       0.0006  
-0.9218       0.0009  
-0.8795       0.0013  
-0.8371       0.0015  
-0.7947       0.0023  
-0.7524       0.0027  
-0.7100       0.0036  
-0.6676       0.0048  
-0.6253       0.0060  
-0.5829       0.0083  
-0.5405       0.0108  
-0.4982       0.0129  
-0.4558       0.0158  
-0.4134       0.0194  
-0.3711       0.0226  
-0.3287       0.0299  
-0.2864       0.0340  
-0.2440       0.0380  
-0.2016       0.0447  
-0.1593       0.0511  
-0.1169       0.0530  
-0.0745       0.0588  
-0.0322       0.0616  
0.0102        0.0630  
0.0526        0.0629  
0.0949        0.0639  
0.1373        0.0596  
0.1796        0.0569  
0.2220        0.0504  
0.2644        0.0437  
0.3067        0.0350  
0.3491        0.0282  
0.3915        0.0198  
0.4338        0.0140  
0.4762        0.0085  
0.5186        0.0050  
0.5609        0.0020  
0.6033        0.0009  
0.6457        0.0003  
0.6880        0.0001  
#----------------------------------------
# Probability of Window [ 0.79, 0.80 ]
# Value       Probability
-1.7296       0.0000  
-1.6805       0.0000  
-1.6315       0.0000  
-1.5825       0.0000  
-1.5334       0.0000  
-1.4844       0.0001  
-1.4353       0.0001  
-1.3863       0.0001  
-1.3373       0.0001  
-1.2882       0.0002  
-1.2392       0.0003  
-1.1901       0.0004  
-1.1411       0.0006  
-1.0921       0.0009  
-1.0430       0.0008  
-0.9940       0.0012  
-0.9449       0.0015  
-0.8959       0.0018  
-0.8469       0.0028  
-0.7978       0.0032  
-0.7488       0.0049  
-0.6997       0.0064  
-0.6507       0.0083  
-0.6017       0.0105  
-0.5526       0.0130  
-0.5036       0.0160  
-0.4545       0.0200  
-0.4055       0.0253  
-0.3565       0.0280  
-0.3074       0.0355  
-0.2584       0.0439  
-0.2093       0.0489  
-0.1603       0.0554  
-0.1113       0.0656  
-0.0622       0.0695  
-0.0132       0.0707  
0.0359        0.0730  
0.0849        0.0685  
0.1339        0.0663  
0.1830        0.0643  
0.2320        0.0569  
0.2811        0.0472  
0.3301        0.0359  
0.3791        0.0231  
0.4282        0.0152  
0.4772        0.0081  
0.5263        0.0039  
0.5753        0.0012  
0.6243        0.0004  
0.6734        0.0002  
#----------------------------------------
# Probability of Window [ 0.80, 0.81 ]
# Value       Probability
-1.6393       0.0000  
-1.5932       0.0001  
-1.5471       0.0000  
-1.5010       0.0002  
-1.4549       0.0002  
-1.4088       0.0002  
-1.3627       0.0003  
-1.3166       0.0005  
-1.2705       0.0006  
-1.2244       0.0007  
-1.1783       0.0007  
-1.1322       0.0013  
-1.0861       0.0016  
-1.0400       0.0018  
-0.9939       0.0024  
-0.9478       0.0033  
-0.9017       0.0041  
-0.8556       0.0048  
-0.8095       0.0064  
-0.7634       0.0086  
-0.7173       0.0105  
-0.6712       0.0123  
-0.6251       0.0148  
-0.5790       0.0185  
-0.5329       0.0221  
-0.4868       0.0255  
-0.4407       0.0304  
-0.3946       0.0343  
-0.3485       0.0380  
-0.3024       0.0442  
-0.2563       0.0493  
-0.2102       0.0545  
-0.1641       0.0582  
-0.1180       0.0628  
-0.0719       0.0624  
-0.0258       0.0636  
0.0203        0.0628  
0.0664        0.0572  
0.1125        0.0534  
0.1586        0.0484  
0.2047        0.0409  
0.2508        0.0315  
0.2969        0.0247  
0.3430        0.0175  
0.3891        0.0109  
0.4352        0.0067  
0.4813        0.0037  
0.5274        0.0019  
0.5735        0.0008  
0.6196        0.0004  
#----------------------------------------
# Probability of Window [ 0.81, 0.82 ]
# Value       Probability
-1.7850       0.0000  
-1.7361       0.0001  
-1.6872       0.0001  
-1.6384       0.0001  
-1.5895       0.0002  
-1.5406       0.0003  
-1.4918       0.0003  
-1.4429       0.0004  
-1.3941       0.0004  
-1.3452       0.0009  
-1.2963       0.0010  
-1.2475       0.0013  
-1.1986       0.0016  
-1.1497       0.0022  
-1.1009       0.0029  
-1.0520       0.0037  
-1.0031       0.0042  
-0.9543       0.0058  
-0.9054       0.0073  
-0.8566       0.0096  
-0.8077       0.0117  
-0.7588       0.0143  
-0.7100       0.0180  
-0.6611       0.0205  
-0.6122       0.0246  
-0.5634       0.0278  
-0.5145       0.0330  
-0.4656       0.0375  
-0.4168       0.0439  
-0.3679       0.0478  
-0.3190       0.0526  
-0.2702       0.0556  
-0.2213       0.0612  
-0.1725       0.0634  
-0.1236       0.0635  
-0.0747       0.0627  
-0.0259       0.0599  
0.0230        0.0572  
0.0719        0.0496  
0.1207        0.0420  
0.1696        0.0350  
0.2185        0.0262  
0.2673        0.0196  
0.3162        0.0134  
0.3650        0.0087  
0.4139        0.0043  
0.4628        0.0019  
0.5116        0.0013  
0.5605        0.0004  
0.6094        0.0001  
#----------------------------------------
# Probability of Window [ 0.82, 0.83 ]
# Value       Probability
-1.8774       0.0001  
-1.8269       0.0000  
-1.7764       0.0001  
-1.7259       0.0001  
-1.6754       0.0001  
-1.6249       0.0002  
-1.5744       0.0004  
-1.5239       0.0004  
-1.4734       0.0007  
-1.4229       0.0006  
-1.3724       0.0011  
-1.3219       0.0017  
-1.2714       0.0022  
-1.2209       0.0027  
-1.1704       0.0036  
-1.1199       0.0049  
-1.0694       0.0069  
-1.0189       0.0083  
-0.9684       0.0101  
-0.9179       0.0138  
-0.8674       0.0147  
-0.8169       0.0193  
-0.7664       0.0226  
-0.7159       0.0253  
-0.6654       0.0303  
-0.6150       0.0348  
-0.5645       0.0405  
-0.5140       0.0436  
-0.4635       0.0492  
-0.4130       0.0540  
-0.3625       0.0555  
-0.3120       0.0588  
-0.2615       0.0601  
-0.2110       0.0591  
-0.1605       0.0578  
-0.1100       0.0541  
-0.0595       0.0507  
-0.0090       0.0461  
0.0415        0.0398  
0.0920        0.0354  
0.1425        0.0285  
0.1930        0.0213  
0.2435        0.0161  
0.2940        0.0112  
0.3445        0.0070  
0.3950        0.0035  
0.4455        0.0017  
0.4960        0.0008  
0.5465        0.0002  
0.5970        0.0001  
#----------------------------------------
# Probability of Window [ 0.83, 0.84 ]
# Value       Probability
-2.3044       0.0000  
-2.2474       0.0000  
-2.1904       0.0000  
-2.1334       0.0000  
-2.0764       0.0000  
-2.0194       0.0000  
-1.9623       0.0000  
-1.9053       0.0001  
-1.8483       0.0003  
-1.7913       0.0003  
-1.7343       0.0005  
-1.6773       0.0007  
-1.6203       0.0008  
-1.5633       0.0011  
-1.5063       0.0016  
-1.4493       0.0026  
-1.3923       0.0031  
-1.3353       0.0041  
-1.2783       0.0060  
-1.2212       0.0071  
-1.1642       0.0075  
-1.1072       0.0102  
-1.0502       0.0124  
-0.9932       0.0160  
-0.9362       0.0197  
-0.8792       0.0239  
-0.8222       0.0263  
-0.7652       0.0309  
-0.7082       0.0351  
-0.6512       0.0426  
-0.5942       0.0446  
-0.5371       0.0503  
-0.4801       0.0557  
-0.4231       0.0604  
-0.3661       0.0657  
-0.3091       0.0657  
-0.2521       0.0670  
-0.1951       0.0635  
-0.1381       0.0575  
-0.0811       0.0500  
-0.0241       0.0443  
0.0329        0.0359  
0.0899        0.0289  
0.1469        0.0214  
0.2040        0.0154  
0.2610        0.0101  
0.3180        0.0063  
0.3750        0.0032  
0.4320        0.0011  
0.4890        0.0003  
#----------------------------------------
# Probability of Window [ 0.84, 0.85 ]
# Value       Probability
-2.8176       0.0000  
-2.7499       0.0000  
-2.6823       0.0000  
-2.6147       0.0000  
-2.5470       0.0000  
-2.4794       0.0000  
-2.4118       0.0001  
-2.3441       0.0001  
-2.2765       0.0002  
-2.2089       0.0000  
-2.1412       0.0001  
-2.0736       0.0001  
-2.0060       0.0002  
-1.9383       0.0004  
-1.8707       0.0002  
-1.8031       0.0004  
-1.7354       0.0009  
-1.6678       0.0015  
-1.6002       0.0022  
-1.5325       0.0027  
-1.4649       0.0036  
-1.3973       0.0052  
-1.3296       0.0062  
-1.2620       0.0089  
-1.1944       0.0115  
-1.1267       0.0151  
-1.0591       0.0198  
-0.9915       0.0229  
-0.9238       0.0302  
-0.8562       0.0354  
-0.7886       0.0435  
-0.7209       0.0507  
-0.6533       0.0562  
-0.5857       0.0616  
-0.5180       0.0691  
-0.4504       0.0732  
-0.3828       0.0739  
-0.3151       0.0771  
-0.2475       0.0684  
-0.1799       0.0632  
-0.1122       0.0524  
-0.0446       0.0438  
0.0230        0.0358  
0.0907        0.0250  
0.1583        0.0185  
0.2259        0.0108  
0.2936        0.0052  
0.3612        0.0024  
0.4288        0.0007  
0.4965        0.0003  
#----------------------------------------
# Probability of Window [ 0.85, 0.86 ]
# Value       Probability
-2.9894       0.0000  
-2.9172       0.0000  
-2.8450       0.0000  
-2.7728       0.0000  
-2.7006       0.0000  
-2.6284       0.0000  
-2.5562       0.0000  
-2.4840       0.0000  
-2.4118       0.0000  
-2.3396       0.0000  
-2.2674       0.0001  
-2.1952       0.0002  
-2.1231       0.0002  
-2.0509       0.0007  
-1.9787       0.0008  
-1.9065       0.0012  
-1.8343       0.0017  
-1.7621       0.0026  
-1.6899       0.0039  
-1.6177       0.0047  
-1.5455       0.0064  
-1.4733       0.0089  
-1.4011       0.0124  
-1.3289       0.0151  
-1.2567       0.0207  
-1.1845       0.0270  
-1.1123       0.0320  
-1.0401       0.0383  
-0.9679       0.0442  
-0.8957       0.0506  
-0.8235       0.0564  
-0.7513       0.0637  
-0.6791       0.0653  
-0.6069       0.0677  
-0.5347       0.0732  
-0.4625       0.0707  
-0.3903       0.0644  
-0.3182       0.0613  
-0.2460       0.0507  
-0.1738       0.0463  
-0.1016       0.0353  
-0.0294       0.0269  
0.0428        0.0178  
0.1150        0.0113  
0.1872        0.0094  
0.2594        0.0044  
0.3316        0.0019  
0.4038        0.0010  
0.4760        0.0005  
0.5482        0.0001  
#----------------------------------------
# Probability of Window [ 0.86, 0.87 ]
# Value       Probability
-2.8616       0.0001  
-2.7943       0.0000  
-2.7270       0.0001  
-2.6596       0.0000  
-2.5923       0.0001  
-2.5250       0.0002  
-2.4577       0.0002  
-2.3903       0.0002  
-2.3230       0.0003  
-2.2557       0.0005  
-2.1883       0.0009  
-2.1210       0.0009  
-2.0537       0.0009  
-1.9863       0.0017  
-1.9190       0.0019  
-1.8517       0.0025  
-1.7844       0.0042  
-1.7170       0.0062  
-1.6497       0.0079  
-1.5824       0.0105  
-1.5150       0.0134  
-1.4477       0.0163  
-1.3804       0.0199  
-1.3130       0.0231  
-1.2457       0.0286  
-1.1784       0.0355  
-1.1111       0.0406  
-1.0437       0.0457  
-0.9764       0.0528  
-0.9091       0.0548  
-0.8417       0.0614  
-0.7744       0.0621  
-0.7071       0.0633  
-0.6397       0.0626  
-0.5724       0.0638  
-0.5051       0.0590  
-0.4378       0.0551  
-0.3704       0.0471  
-0.3031       0.0422  
-0.2358       0.0331  
-0.1684       0.0252  
-0.1011       0.0188  
-0.0338       0.0141  
0.0336        0.0096  
0.1009        0.0059  
0.1682        0.0033  
0.2355        0.0018  
0.3029        0.0009  
0.3702        0.0004  
0.4375        0.0001  
#----------------------------------------
# Probability of Window [ 0.87, 0.88 ]
# Value       Probability
-2.9469       0.0000  
-2.8788       0.0000  
-2.8107       0.0000  
-2.7426       0.0000  
-2.6745       0.0001  
-2.6064       0.0002  
-2.5384       0.0004  
-2.4703       0.0005  
-2.4022       0.0006  
-2.3341       0.0009  
-2.2660       0.0012  
-2.1980       0.0015  
-2.1299       0.0026  
-2.0618       0.0034  
-1.9937       0.0044  
-1.9256       0.0052  
-1.8575       0.0073  
-1.7895       0.0092  
-1.7214       0.0125  
-1.6533       0.0163  
-1.5852       0.0208  
-1.5171       0.0243  
-1.4491       0.0277  
-1.3810       0.0341  
-1.3129       0.0373  
-1.2448       0.0459  
-1.1767       0.0484  
-1.1086       0.0509  
-1.0406       0.0584  
-0.9725       0.0605  
-0.9044       0.0609  
-0.8363       0.0628  
-0.7682       0.0592  
-0.7002       0.0555  
-0.6321       0.0534  
-0.5640       0.0462  
-0.4959       0.0414  
-0.4278       0.0376  
-0.3597       0.0310  
-0.2917       0.0241  
-0.2236       0.0180  
-0.1555       0.0136  
-0.0874       0.0092  
-0.0193       0.0064  
0.0487        0.0035  
0.1168        0.0016  
0.1849        0.0006  
0.2530        0.0002  
0.3211        0.0001  
0.3892        0.0001  
#----------------------------------------
# Probability of Window [ 0.88, 0.89 ]
# Value       Probability
-3.4734       0.0000  
-3.3967       0.0000  
-3.3200       0.0000  
-3.2433       0.0000  
-3.1666       0.0000  
-3.0899       0.0000  
-3.0132       0.0000  
-2.9365       0.0002  
-2.8598       0.0001  
-2.7831       0.0002  
-2.7064       0.0004  
-2.6297       0.0006  
-2.5530       0.0009  
-2.4763       0.0010  
-2.3996       0.0019  
-2.3229       0.0022  
-2.2462       0.0033  
-2.1695       0.0044  
-2.0928       0.0057  
-2.0161       0.0083  
-1.9394       0.0098  
-1.8627       0.0142  
-1.7860       0.0176  
-1.7093       0.0217  
-1.6326       0.0270  
-1.5559       0.0322  
-1.4792       0.0381  
-1.4025       0.0456  
-1.3258       0.0499  
-1.2491       0.0571  
-1.1724       0.0597  
-1.0957       0.0676  
-1.0190       0.0699  
-0.9423       0.0697  
-0.8656       0.0681  
-0.7889       0.0628  
-0.7122       0.0566  
-0.6355       0.0519  
-0.5588       0.0434  
-0.4821       0.0330  
-0.4054       0.0258  
-0.3287       0.0187  
-0.2520       0.0136  
-0.1753       0.0077  
-0.0986       0.0045  
-0.0219       0.0023  
0.0548        0.0012  
0.1315        0.0005  
0.2082        0.0002  
0.2849        0.0001  
#----------------------------------------
# Probability of Window [ 0.89, 0.90 ]
# Value       Probability
-3.6381       0.0000  
-3.5580       0.0000  
-3.4780       0.0000  
-3.3979       0.0000  
-3.3178       0.0000  
-3.2378       0.0000  
-3.1577       0.0002  
-3.0777       0.0001  
-2.9976       0.0002  
-2.9176       0.0002  
-2.8375       0.0005  
-2.7575       0.0011  
-2.6774       0.0014  
-2.5973       0.0023  
-2.5173       0.0032  
-2.4372       0.0047  
-2.3572       0.0054  
-2.2771       0.0066  
-2.1971       0.0098  
-2.1170       0.0131  
-2.0370       0.0152  
-1.9569       0.0213  
-1.8768       0.0259  
-1.7968       0.0323  
-1.7167       0.0378  
-1.6367       0.0449  
-1.5566       0.0525  
-1.4766       0.0581  
-1.3965       0.0624  
-1.3164       0.0674  
-1.2364       0.0692  
-1.1563       0.0711  
-1.0763       0.0680  
-0.9962       0.0648  
-0.9162       0.0593  
-0.8361       0.0482  
-0.7561       0.0437  
-0.6760       0.0345  
-0.5959       0.0253  
-0.5159       0.0181  
-0.4358       0.0119  
-0.3558       0.0082  
-0.2757       0.0050  
-0.1957       0.0038  
-0.1156       0.0012  
-0.0356       0.0004  
0.0445        0.0003  
0.1246        0.0002  
0.2046        0.0001  
0.2847        0.0001  
#----------------------------------------
# Probability of Window [ 0.90, 0.91 ]
# Value       Probability
-3.8263       0.0000  
-3.7476       0.0001  
-3.6688       0.0000  
-3.5901       0.0000  
-3.5114       0.0001  
-3.4326       0.0001  
-3.3539       0.0001  
-3.2751       0.0002  
-3.1964       0.0004  
-3.1176       0.0004  
-3.0389       0.0007  
-2.9601       0.0012  
-2.8814       0.0016  
-2.8027       0.0021  
-2.7239       0.0030  
-2.6452       0.0041  
-2.5664       0.0048  
-2.4877       0.0080  
-2.4089       0.0100  
-2.3302       0.0129  
-2.2514       0.0165  
-2.1727       0.0221  
-2.0940       0.0264  
-2.0152       0.0311  
-1.9365       0.0359  
-1.8577       0.0426  
-1.7790       0.0481  
-1.7002       0.0518  
-1.6215       0.0566  
-1.5428       0.0597  
-1.4640       0.0643  
-1.3853       0.0645  
-1.3065       0.0660  
-1.2278       0.0628  
-1.1490       0.0583  
-1.0703       0.0526  
-0.9915       0.0462  
-0.9128       0.0395  
-0.8341       0.0306  
-0.7553       0.0255  
-0.6766       0.0189  
-0.5978       0.0124  
-0.5191       0.0075  
-0.4403       0.0050  
-0.3616       0.0025  
-0.2828       0.0016  
-0.2041       0.0008  
-0.1254       0.0004  
-0.0466       0.0001  
0.0321        0.0001  
#----------------------------------------
# Probability of Window [ 0.91, 0.92 ]
# Value       Probability
-3.9070       0.0000  
-3.8276       0.0000  
-3.7482       0.0000  
-3.6687       0.0000  
-3.5893       0.0001  
-3.5099       0.0001  
-3.4305       0.0003  
-3.3511       0.0004  
-3.2717       0.0006  
-3.1922       0.0006  
-3.1128       0.0010  
-3.0334       0.0019  
-2.9540       0.0016  
-2.8746       0.0027  
-2.7952       0.0037  
-2.7158       0.0049  
-2.6363       0.0060  
-2.5569       0.0086  
-2.4775       0.0120  
-2.3981       0.0147  
-2.3187       0.0184  
-2.2393       0.0230  
-2.1598       0.0273  
-2.0804       0.0323  
-2.0010       0.0375  
-1.9216       0.0406  
-1.8422       0.0477  
-1.7628       0.0522  
-1.6833       0.0555  
-1.6039       0.0616  
-1.5245       0.0613  
-1.4451       0.0625  
-1.3657       0.0609  
-1.2863       0.0583  
-1.2068       0.0564  
-1.1274       0.0511  
-1.0480       0.0436  
-0.9686       0.0377  
-0.8892       0.0320  
-0.8098       0.0247  
-0.7304       0.0167  
-0.6509       0.0145  
-0.5715       0.0094  
-0.4921       0.0069  
-0.4127       0.0043  
-0.3333       0.0025  
-0.2539       0.0014  
-0.1744       0.0006  
-0.0950       0.0002  
-0.0156       0.0001  
#----------------------------------------
# Probability of Window [ 0.92, 0.93 ]
# Value       Probability
-4.0296       0.0000  
-3.9518       0.0000  
-3.8741       0.0001  
-3.7963       0.0000  
-3.7185       0.0002  
-3.6408       0.0002  
-3.5630       0.0002  
-3.4852       0.0003  
-3.4074       0.0007  
-3.3297       0.0010  
